label,text
0,hallo basudara basudara samua wahh kali gempa malu kencang mag gempa nya sobat sobat ambon doa siaga tsunami waspada daerah siaga siaga malukutengah pulau malukutenggara
0,new video meru erupsi banjir hujan lebat meru erupsi banjir hujan lebat
0,random bgt mimpi pacar sma hc pas lgi jalan angin puting beliung gt anjir jdi kayak ngungsi gtu udahan angin lnjut jalan hc nya full senyum wkwk abis udahan deh bangun
0,gempa pagi bal sarapanya goyang
0,bahaya zaman teknologi bencana alam hujan gempa bumi ribut taufan
1,alhamdulillah tsunami order
0,duka cita korban dampak gempa papua moga kuat lindung allah swt aamiin
0,tuhh gempa orang yg tenda
0,cerita ruang tamu sm mm amp pp pp bilang kemaren sempet khawatir adek abis dr pantai carita takut gempa tsunami pas sana pp inget maksud yg gue bilang jaman pacran sm ex ketawa tuh pp tibatiba
1,its a trick they want us to think its beliung but i dont think boi would trust beliung so most likely gempa or duri since uhm gempa wants to protect and duri is like i think related to the oakuat fruit ok later i go read again
0,gempa cianjur banjir bandang pati gempa garut amp erupsi gunung meru yaa robbana selamat saudara yg wilayah bencana amp selamat bangsa musibah amp marabahaya aamiin
1,angin kenceng gempa kah
0,hai tahu ubah iklim amp rusa lingkung picu cuaca ekstrem yg sebab bencana alam hidrometeorologi siklon tropis banjir tanah longsor puting beliung gelombang laut dsb
0,jago mama tumbang rintik badai kawah gunung tampung deras darah ringan mesin hancur tsunami rakit
0,pondasi kuat emang lakilaki kl perempuan udah kayak angin topan badai puting beliung tsunami kekeh yg ngga laki ttp tahan ya gaakan lepas
0,dah jauh indomi td bos dateng bawa idnomi paksa makan gegara blio rebus banyak longsor tahan
1,sampe segitu nya ya ngefans gak habis pikir sih kertas beli smua koleksi nya lengkap dahal kolektor poko apa tentamg bias harusbela bain hujan panas banjir longsor puting beliung astagfirullah wkwkkwkwkw tuhan tolong sadar
0,uda izin tulis pasca angin puting beliung ya mohon cerah terima kasih uda
0,bln dpn kalo tdk gempa megatrush amp tsunami smua aman doa tolak bencana krn allah maha banyak doa amp ibadah jauh maksiat maksiat kurang yg ibadah bumi tdk bergejolakmurka
0,ya bogor hujan deres longsor hectic
0,kalo beyond livemya cipete banjir
0,bisabisanya mimpi elien trus darat bumi bahasa bumi terbatabata tbtb berita bilang kiamat orang ngelakuin yg terahir yg pilih pantai trus tsunami trus gelap
1,siap tsunami trophy kairi menang liat retri celiboy barusan
0,kesi la gempa bumi kat turki smlm
1,lg rebah trs gempa kenceng bgt udh senggol ni kelarin revisi dr pagi kaga gerak gerak wkwk
0,bencana geologi gempabumi tsunami letus gunung rap tanah longsor
0,habis drama kunci ilang eh pas sampe rumah banjir tinggi an cm trabass aja bodoamat jaan
1,area lahat kuat angin puting beliung ya allah
0,bencana geologi gempabumi tsunami letus gunung rap tanah longsor
0,dri kmrn bnyk berita banjir daerah tetangga skrng dom yg banjir smpe bnyj yg longsor daerah gunung stay safe semuaaa
0,bencana besar bangsa bkn tsunami tp salah pilih pimpin presiden nya neg indonesia cc
0,moga bogor malam esok reda hujan badai banjir longsor pohon tumbang hilang temanteman moga muncul berita aamiin
1,enak kali diri kaki orang tekan udah kayak angin puting beliung ken tau
0,orang ngomong depresi depresot pas tinggal kubur longsor trus diratain dijadiin markas pemuda pancasila
0,bantu up ya gus fb rt akun habis kena longsor kawan nkri folback klo ntr tag aja biar gazzzzz
0,sampe ingat tsunami ya
0,dah la tgah kabut namelist tetibe mai bos sorg suruh video pulak kepala bana ni mcm puting beliung
0,cuaca ekstrim banjir tanah longsor moga korban jiwa
0,kabar masuk jam sore ruang editing istri anak ayah ibu adik hilang sapu tsunami benci desember
0,hujan deres banget milih tidur mimpi longsor
0,tinggal cengkareng banjir
0,meru erupsi kayak ngga daerah timur sampe niat jemput saudara
1,rumah gw banjir gimna pulang
1,kirain gempa emg pusing
0,hujan mulu siang sampe longsor untung dukuh kasi bgt
1,till the end smpe abis ttp gak yaudahhh serah capek gue ati gue dah kena angin puting beliung ggr this same thing so males haraplagi
0,bencana geologi gempabumi tsunami letus gunung rap tanah longsor
0,ga kuat liat video korbankorban gempa turkisuriah ya allah
0,nang banget gue nonton episode gempa si kakek ya gusti
0,ngerasain gempa ga daerah tangsel
1,dom gede angin ga euy sumpah kaya puting beliung inimah
1,gempa turki amerika
0,daerah mana banjir gak
0,kalo phuwin ngadain qna gua nanya gmn dapat ttg liverpool musim jg dlm salah dukung nunez auuuuwwww percaya bhw adl serigala yg tsunami trofi kpd liverpool musim yg dtg trims
1,angin puting beliung nih kayak
0,sedih ya liat saham goto longsor gitu tp sedih ga healthy growth dr ngorbanin
0,ngeri banget ya allah kemaren notif gempa jayapura ga henti
0,musibah banget gempa erupsi banjir kaya bareng aja serentak desember
0,kemarin kamis gempa koma sekian sr beta laksana rapat lantai kantor bupati jayapura jadi gempa kali khawatir beta coba cerita
0,buka google isi britanya hmpir hr tsunami megatrush bikin gw parno
0,rangsang nama angin puting beliung angin tornado aleksanangsang keluarga robinson saragih yenny elisabeth incar yah
0,suniw sma bgt ngasih info libur kaga nyaa gua udh sampe sekolah anak anak luar asa gua udh ga enak nih kali dh banjir arah parkir coy trnyata libur smk nya yaudah w aja sma banget kesel
0,gempa ni bikin ribet aja
0,uji jujur khawatir gedung fk rubuh kena angin puting beliung kali duduk deket kaca lt bunyi rem banget udah nutupin telinga mata takut pecah kaca masuk telinga mata
1,semalem tidur kamar belah krn ac kamar gw rusak tau tidur gw mimpi random bgt tinggal pesawat jepang gulung tsunami ancol ngerusakin kamera temen gara gulung tsunami
0,gempa turki wanita selamat hidup timbun runtuh bangun jam sembilan paska gempa fen tantang teori tahan hidup
0,twitter tiktok daritadi isi tsunami
0,cinta suami istri anginterasa terlihatkadang puting beliung saat momen
0,mata air damai gelombang tsunami hancur tumblr
0,dimimpiin tsunami udah nih hapalin surah alkahfi
0,cm masjid synagog gereja orthodox syirian jg lokasi titik gempa turki bangun sejarah yg jd aset pariwisata turki byknya tim asing masuk emang waspada
0,hai guys pagi pagi mimpi tsunami minyak
0,jeke drifting home ni extreme movie castnya elementary schoolers like laut darah tsunami gworl those are traumatising
0,gue mimpi tsunami anjir rem bgt
0,malam hujan ya kalo maleman hujan wassalam beneran dah gue jalan tembus genang banjir komplek air kaki sampe dengkul sad
0,tornado knock up stream siap pulau langit
0,mikir erupsi meru lumajang jg tegur allah lihat aja skrg yg salah yg negara leceh korupsi fitnah mana zina msh yuk sadar baik biar aman c
0,gebang untung ga jebak longsor mutun
0,barusan dikirimin video evakuasi korban erupsi meru tinggal tulang aja ya allah langsung merinding kujur badan moga amal ibadah beliau terima sisi nya
1,wajar aja sih alam gejolak indonesia orangorang dalam suka gaduh selisih persis bani israil zaman nabi musa as aja wajar gempa tsunami banjir angin puting beliung orangorang dalam sok pinter sok suci
0,gempa turki brin batal tsunami warning system putus tolol jiwa rakyat bak sampah mata
0,kandung kali ni ya peras kali tidur air liur melelehsentiasa panas hujan ribut tsunami even dah on air cond teruk malas mandi harap ayie mandi mandi petang
0,bb gais tu kalo mekap knpa sring jdi ya sebut longsor bkan sih wkwk kalo udh mekap tu wajah minyak trs udh bkin mekap bgian mata gitu warna kaya nyampur sm base wajah trs bias mekap mata ttep stay cont
1,trending tsunami kirain tsunami beneran tsunami trophy king emyu wkwkw
0,nungguin tsunami foto
1,gempa
0,jakarta tsunami
0,bentar dah barubingung libur kemanake pantai takut tsunamike gunung takut longsorke mall takut gempadirumah setressdikamar mulu bunting
1,hoalah yo yo yo bom yo puting beliung
0,gak ramal cuaca bmkg ujanbadaitsunami pertahaan cinta teens yori
1,pengki angin puting beliung kyk gmn
0,ya allah gempa terus gunung erupsi tinggalin mamah bontang
0,gunung erupsi
0,mvs film sih yg inget scene orang yg balon udara angin puting beliung masukkebawa puting beliung nya abis kyk pindah alam gitu bawa tempat yg tau ga tia
0,bener ya orang hubunga klo yg cwo udh gk tahan yaudah cwe nya ngapain aja ttp karam tp kl cwo ny pertahanin badai tsunami terjang ttp d usahain diri
0,ak kampus takut banjir
0,info gunung krakatau erupsi bener gak sih yg bilang video yg bilang yg daerah banten komen
0,sodarasodara gresik dampak banjir daerah oma indah anti tau info terupdate kondisi sana
0,naha media bet bikin berita anu sedih nya perihal gempa turki kemarin upload video anak timpa runtuh bapa megang tangan anak yg udah tinggal liput kaya kondisi lokasi skrg korban bantu gitu
0,waspada cuaca ekstrem mudik hujan salah mongso tanah longsor daerah
0,banget win tuhan mua beli suami
0,ga buka twitter dlu aja ya nang mulu liat foto vidio korban gempa turki yg anak ya allah semenjak uda anak kayak sensitif gitu
0,bencana geologi gempabumi tsunami letus gunung rap tanah longsor
0,hujan lgi gede klo indosiar bnran banjir kek gua renang dingin si chiro flu krna dingin dah ak selimutin sih huhu kasi ga bayang klo bnran banjir
1,sibuk dr pagi singgah bakery beli kue rapat kantor sampe enu longsor batal rapat kanan pulang rumah ketemu anak
0,jalan tawangmangu longsor udah dilewatin ya fess
0,abis jadi puting beliung kemarin parno deh kalo angin emg udah takut angin skrg takut lg
1,klo siang panas nya panas banget malem angin nya kenceng bet puting beliung
1,bingung barusan goyang gempa emang lieur
0,pake foundation merk yaa make up nya ga longsor walopun mandi keringet
0,hujan ibu kendara nya gimana gak longsor tuh jalan
1,nangisin video tsunami sm sakaratul maut
0,tuk selamatbelajarlah tsunami aceh ayo kuat mitigasi
0,tanah yg gerak longsor gempa tanah gerak yg parah
0,kece jagat raya promot gue coba ak promot gue bikin tsunami
1,hot result u coed boys gold jan costa mesa hs am cgbau stbtsunami g ndasand canyon co c semi
0,air angin api tanah marah kepalang titik nadir justeru marah banjir bandeng angin puting beliung api bara tanah longsor cipta allah swt yg
0,tolong ya cuaca rada kondisi emyu aja banjir trophy rumah banjir alias udah minggu hujan ajig
0,guys doa moga aja dom lumajang n sepupu temenku orang cari karna erupsi meru idk cerita karna temenku kondisi ga tenang
0,pikir bal tema dll gaung nyata bal bencana loh longsor banjir dll
0,emang gak suruh manamana kali ya jalan yg banjir tanda mu banjir trophy
0,beneran nanya kalo orang masuk angin masuk angin puting beliung angin topan angin angin atap rumah
0,tau kawan amad korban runtuh gempa bumi kat turkiye family tinggal
0,gempa januari sampe gede emang siang beneran sampe tremor
0,asik fiki dah istanbul bareng tu ba hbis tempat daerah dampak gempa bareng rumah zakat lgsg cuss istanbul mampir ayang kali mas asis yg nemenin bkalan enak nih ngevlog nya mas asis yg hendel kamera jdi kualitas video cakep wkwk
1,yuri km nnti sy pindah pik ya gaada alas wahahahahahahahahahahahahahahahahaha tsunami pala w langsung tsay
1,puting beliung nyasak i omahku tok og pie bajela
0,uji coba tanah longsor lereng gunung salak ssore
0,ga badai muncul pelangi kadang banjir longsor ga ulat kupukupu mati overthinking kumpul kuat depan struggle tunggu
0,lemes bgt semalem gue mimpi gempa sampe tsunami degdegan presentasi
0,semarang hujan awet banget moga banjir deh biar kereta api jkt gak delay cancel sore
0,gunung meru erupsi kowe karo wes ra tau duwe i
0,dasar udah flu tambah semalem hujan semarangdemak nerjang banjir sayung alhasil skrg bener tumbang
1,yg bikin berita hoax moga hujan badai petir angin puting beliung kompak sama lo rumah moga magic com lu gapernah colok masak nasi moga hp lu ga colok ngecas moga kaos kaki lu bau ketek naga fakyulah
0,tanggal kemarin mata isi air tsunami
0,ujan deres bgtttt w siar pagi fic banjir jalan
0,bismillahirrahmanirrahim banjir congrat
1,jepang tsunami
0,aja deh percaya diri longsor banget awowkwk byee masuk goaaaa
0,papua gempa kemarin sore
1,jakarta kena tsunami
1,angin puting beliung nampakny ponti ni
1,tsunami kabar gembira akhir taun hahahaha
0,sdf rek omahmu saiki udan gak omahku udane ngueri koyok disuntek angine langsung gede sis koyok katene onok puting beliung
1,hujan ga renti tkut bgt daerah kantin banjir dah
1,yg wonogiri aman kaaan bru liat berita angin puting beliung disanaaa stay safe everyone
1,talah hujan deres mbe meru erupsi huhu
1,keran tsunami trophy buka
0,walah puting beliung aja udah kaya gitugimana udel beliung udellle buodong
1,rah y sir fi tsunami bel sham w ane badne ma baref essbah
0,uji ppatk daerah kabupaten lumajang lanjut aksesjalur kota lumajang putus total serta kena dampak erupsi gunung meru
0,yaa banjir orang banyak anak remaja kunjung jalan masuk banjiraannya yg tarik gtu
0,nih keponakan rumah dah excited banget ku pulkam awas aja gajadi rel kai longsor
0,berangkat kerja eh banjir sampe papa gendong gue mobil biar ga kena banjir lopp bgt papa suka kesel
0,pagipagi baca kisah rumin korban erupsi meru tibatiba becek mata
1,tatsumaki senpukyaku klo bahasa indoin jdi tendang putar angin puting beliung
0,dear kau tembus banjir lava cinta malam minggu gak
1,lgbt longsor gempa banjir tsunami
1,alhamdulillah lalu puting beliung petang lepak kat time tu tengok tiber angin kuat pastu nampak mcm benda layang kat langit elok masuk angin hambur mcm pasir batu kat bumbung dengor kuat awning zink
0,jir serang tsunami factos netijen
0,lihat turkiye laku gempa bumi ni mana suara joe biden sekutu nato turkiye susah sekutu nato kesi turkey lepas perang ukraine russia next is turkey
0,erupsi meru gempa cianjur kait ya
0,polemik gempa tsunami pulau jawa sebenernya udah ya yg pakar ama yg pinter kalah ama yg duit ngeri aja ngebayangin apartment lantai yg diri atas lempeng bumu klo nympe tuh lempeng geser wadawww
0,suara aing teh habis to the bone rumah si karokean ama temennya manggil gw teriak bilang ga kedengeran how can kedengeran pliz habiz suara serak tsunami ku yg indah
0,banjir mah awet
1,hari telp ku penuh krang kring krang kring subuh udh asa gempaaa truss pagi udh kasih angin segar eh siang angin puting beliung gakuattt jantung adekkk makkkkk
0,brgsiapa mngumpulkn harta dgn tdk swajarnyatdk bnr allah akn mmusnahkannya dgn airbanjiramptanahlongsor hralbaihaqi
1,puting beliung pulak wehhh laaa
1,amiiii sharing link donasi gempa turkey doongg
0,bedak nya luxcrime bagus bgttttt pas keringetan bikin glowing trs gak longsor
0,gempa gak sih
0,sempro gw ngajuin judul sih ya allah temen tuh udh gambar yg atmosfer longsor titik gelincir daerah resap air gempa bumi dll gw zonk
0,kyknya jkt banjir mana dah
0,w benci hujan takut ruma w banjir asu kalo lg jalan trs motor transport trs ujan tu bener nyebelin bgt karna jd ribet
0,harry kane kena puting beliung
0,tsunami tu graviti pi awat tarik ayaq tu masuk laut hahahahahahaha
0,hujan banjir im good now moga gak bocor
0,banjirlongsor malang remind me kalo kota besar free sex nya ya ga sih
0,eh anak krakatau udah erupsi ngapa perintah diemdiem aje kaga tl gua ya
0,tsunami tinjau tanggal
0,info rawan korban erupsi gn meru ndak rek
0,informasi jalan longsor ngantang min kendara arah diri jombang bener lengang sik kebeteng ngenteni udan maleh khawatir
0,dear ss tahan make up biar ngga longsor ya makasihh
0,kece jagat raya promot gue coba ak promot gue bikin tsunami
0,asli takut banget diklat tempat kena banjir longsor
0,liat video foto korban gempa turkisuriah hancur hati ya allah jaga
0,hai kangmas mbakyu tahu ubah iklim amp rusa lingkung picu cuaca ekstrem yg sebab bencana alam hidrometeorologi siklon tropis banjir tanah longsor puting beliung gelombang laut dsb utas
1,tengok puting beliung dosa
0,akhhhh banjir gmn kerja tp blm cuti tp bingung
0,aktivitas mu pagi banget kaya erupsi meru
0,tau hidup lepas gempa aja udah alhamdulillah
1,hujan badai angin ribut halilintar puting beliung rarudet eta lagu anying
0,rem banget gempa erupsi ya allah moga aman selamat
0,nikah cepat ya gbisa beb skrg lg hujan longsor banjir ga org nikah skrg aja rmh minggu ga beb ga rmh karna lg bokek
0,kece jagat raya promot gue coba ak promot gue bikin tsunami
0,alhamdulillah udah madiun erupsi
1,angin puting beliung terjang kk desa tanjung pasir tangerang reporter rri st dengar fm pro rri rri net amd
0,walah puting beliung aja udah kaya gitugimana udel beliung udellle buodong
0,bencana geologi gempabumi tsunami letus gunung rap tanah longsor
0,kalo bencana kayak erupsi gitu kadang pikir yg pelihara ngungsiin hewan pelihara ya ngebayangin panik evakuasi keluarga tp kalo sampe pelihara tinggal ganjel bgt peras
0,tp dmi apa perut gue bawel bgt kaya erupsi dwh
0,bgst saking nikmat tidur sabtu kaga tau alun alun puting beliung
0,gila maraton banjir bandang garut erupsi sameru skarng banten
0,jujur nge fans cristiano ronaldo banding messi bantu korban tragedi tsunami aceh angkat martunis anak
0,jabar gempa jatim erupsi jateng banjir moga selamat sehat tabah semangat bangkit
0,banget coba longsor cilacap diturunin kereta tengah jalan bandung lupa pin koper gpp alhamdulilahhhhnya selamat ygy
0,padet banget untung pake bb creamnya mirelle ga gampang longsor tahan hari
0,kirain gempa ngga tau kliyengan benda dilliat goyang muter
1,angin puting beliung kalo puting cubit desah ga
0,ujug moderatorin gus ulil salah nama ngeliat ombak gede tp tsunami renang foto lumbalumba pantai warna hijaubiru bening nelayan tradisional yg nyari ikan
1,whoa emotional tsunami
0,brgsiapa mngumpulkn harta dgn tdk swajarnyatdk bnr allah akn mmusnahkannya dgn airbanjiramptanahlongsor hralbaihaqi
0,turki kucing korban gempa ga sih
0,barusan asa jedug gitu tp ga info gempa iya erupsi krakatau
1,jam lepas t rkiye kena gempa bumi tiga kuat magnitud hatay takat bunuh cedera allahuakbar
1,adi onic tsunami tropi
0,bencana lgbt longsor gempa banjir tsunami wkwkwk
0,banjir manamana
0,dunia liput duka akibat gempa yg turki suriah papua miris korban bencana tdk mudah utk bantu krn kuasa set hati urus umat muslim sekat dlm batas imajiner buat barat nasionalisme
1,tsunami aceh
0,musim alih gin stay safe daerah rawan bencana kayak longsor
1,byk bgt prediksi tsunami tiktok jdi ngeri anying
1,gempa y
0,habis dividen anjloktapi nggak apabismillah longsor termsemangat
0,oktober berita jelek lg byk musibah bogor dri longsor smpe banjir bandang bodoh bru tau mahasiswa ipb motor bawa arus moga selamat ya dketmukan dkt ddaerah kebon pedes dadali bogor skrg
0,doa baik saudarasaudara dampak erupsi gunung meru baikbaik jauh bahaya jaga aamiin
1,weekend ga banjir longsor ya puting beliung
0,kemaren dapet notifikasi aplikasi bmkg gempa berkalikali jayapura
1,tbtb terbngun krn mimpi angin puting beliung rumah efek tdur pagi kh
0,bola pagi gocek bandar sayang banget ga ngerti pola bandar jam open market join langsung entry nebeng kalu udah gt jam harga rawan longsor aalagi goreng bandar lokal modal minim
0,kadang gua takut ngeliat indah alam hancur pantai luas indah gua takut tibatiba tsunami wkwk
0,ku kenang yg surut genang banjir sipapasipagapasipagapasiiii
0,cinta tsunami kuat takut
0,jam hasil mimpi jajan sego balado neng warung rumah sak nunggu masake tibatiba banjir gede lelep motor ilang muncul siluman ular sosok billie eilish bangun badan kaya timpa beras karung
1,ooh abis puting beliung tl ya
0,gempa garut sr jember sr erupsi meru kerinci moga allah lindung aamiiinn
1,liat in prakira gempa jdparno
0,notif bmkg liat gempa sr buleleng kayak ni nama gak asing gitu pas liat bal langsung iya kkl
0,besok kudu bangun pagi bgtt biar kalo jalan bom dilewatin kena longsor wkwkwkwk muter ga telat
0,desember ingat tuh tsunami aceh
0,fitur ig ngeri ya yg caper yg modus yg genit gatel koreng cacar air banjir tsunami rajalela
1,wahhh cuaca cerah sore tsunami trophy
0,ngungsi mana ingat tsunami lg ruko tingkat yg rawan gempa susul dg skala asa kacau inget bgd tmn yg non yg tinggal datar lgs ajak rumah
0,its okay gin doang ngadepin puting beliung
0,wahhh daerah ambon kali kena gempa siaga tsunami jg waspada ya siaga malukutengah malu pulau malukutenggara malu malukutenggarabarat pyamdena malu kotaambon malu
1,kemp wins red tsunami
0,unjung lokasi bencana gempa bumi kabupaten cianjur temu ungsi langsung lokasi longsor akibat gempa camat cugenang pantau salur logistik korban dampak gempa bumi
0,cis nang liat upin ipin eps puting beliung
1,bicara bencana indonesia hadap bencana alam banjir gempa bumi erupsi gunung rapi tsunami angin puting beliung dll
0,emang kalo tsunami trophy surut
0,bencana geologi gempabumi tsunami letus gunung rap tanah longsor
0,walah puting beliung aja udah kaya gitugimana udel beliung udellle buodong
1,mimpi kena angin puting beliung trs ngangkatin barang resin rumah bangun cape banget sumpah konsep tidur istirahat ya
0,liat video cari korban gempa turki smpe kluar air mata org yg dgn bencana trjadinya subuh wktu bnyk org msh lelap
0,paksu libur tp cuaca tdk dukung aktivitas rumah krn banjir amp longsor mana paksa cri aktivitas dlm rumah aja yg bs dua amp naik adrenaline ya klo bkn ml
1,is somehow unique dr letus krakatau august th letus rapi oct th tsunami aceh dec th
1,anjing gue bangun gara mimpi banjir sm hanyut tsunami
0,batam batam puting beliung gak tau
0,abis kena banjir curut tikus monyong bau taiknya bauk banget pusing bau curut
1,is it only me sempet gempa
0,duka musibah gempa bumi timpa saudara turki senin februari sahabat berkah yuk samasama doa saudara dampak moga lindung allah swt
0,makeup effortless ku cakep bgt lupa bawa primer moga ga longsor
1,tsunami malukusultra gempa mag jan wib loklsbtkdlmnkm keluar waspada moga lat
1,jkt tiktok rapsodi konten nikah river konten bencana banjir kaze wa fuiteiru konten bencana angin puting beliung tornado dll mantap jkt
0,moga solusi pemkot bersih tata rapi kawasan yg pedagannya biar ekonomi periuk bagus amp lancar ekonomi hindar banjir ujan
0,askrl bool gua pedes bgt anjrittt kek panas gitu bool gua udah kek erupsi tlonggg bool gua knp miskahh
0,innalilahi papua gempa ya moga korban ampun dosa
0,sumpah emergency warning nya belanda bikin kaget banget jujur udah nethink kirain tsunami
0,tdi tidok mimpi tsunami tbtb tsunami karne ultraman jahat menghentam tangan nya laut karna emosi ubah jdi ultraman ajak teman ultraman ku aktif robot ultraman atas gunung gk alama situ kebangunn
0,cium baubau tsunami hpbd alias serang update an bong malem
0,bnyk mnemukn tragedi jln frozen food rae bgt laundry self service spt laut manusia pakai longsor pohon tumbang korban mobil sampe bnr penyok jual jagung jalan
0,jalan alternatif desa ngombak grobogan alami longsor maret kemarin taj yasin baik jalan kuat ancam longsor
0,wow jogja kena erupsi gunung kelud hujan salju gak sekolah minggu
0,informasi alih arus lalulintas simpang piyungan arah wonosari longsor km jalan wonosariyogya
0,udah info banjir
0,laki tuh kalo mandi ngapa kek tsunami si
0,percaya gempa turki haarp buat serang musuh tekhnologi percaya covid konspirasi buat aja suruh vaksin jilid jilid pola pikir aneh
1,kalo tinggal bogor emang pake kipas angin angin puting beliung biar rasa bcnda
0,stay safe teman rawan yg turun akibat erupsi meru
0,jadi highland towers blok apartment runtuh turki tujuh ribu bangun runtuh akibat gempa bumi feb
0,kalo geter dikit mikirnya suka gempa knp ya
0,jember gempa meru erupsi adeku sekolah jember keluarga lumajang disiniiii ovt nya lindung ya allah
0,diperhatiin twt tmn tmn hujan yaa gede banget moga besok ga banjir
0,second lead couplenya dah settle main couplenya masuk gelombang tsunami oalah waung
0,gempa rusak iman berat gempa bumi rusak bangun gempa bumi gugur dosa gempa iman adzab ustadz abu yahya badrusalam hafizhahullah
0,indonesia bencana gempa erupsi banjir tp perintah langsung ngesahin ruu kuhp aja kesan nya cepat bgt ya
0,sedih mendgr kabar bhw msh korban yg blm temu dlm gempa longsor cianjur yg sedih lg cari dgn alat yg gak pada cangkul n linggis smg temu
1,gempa bumi jumat oktober wib berpontensi tsunami km timurlaut tojounaunasulteng jarak semarang km koordinat magnitude dalam km sumber bmkg
0,asli ken manja karnah didik militer tahan banting angin topan halilintar gempa bumi puting beliung manja udah malu duluan
0,desember udah sambut erupsi gunung meru ngeri emang
0,w takut main pantai karna tsunami dsb takut mermaid kalo kena aer
0,pesawat yg cgk dps lewatin meru erupsi gimana ya
1,anisd foto gempa bumi hitam putih
0,longsor
1,hadir hujan badai angin ribut halilintar puting beliung
1,gempa
0,longsor bogor teman bogor kabar moga sehat aamiin
0,kalo angin puting beliung asli puting belah sih ya resah
0,turki kena gempa hatay allah sedihnyaa
1,mending kejar luka kejar tsunami
1,huru hara nyaa bilik kau mcm kena puting beliung u should see my life
1,angin puting beliung sore ngeri yg tumbang stasiun jalan dll
0,siang museum tsunami aceh pulang kamar yg kek abis taunami
0,kira ombak tenang tsunami
0,jumat udah banjir ya banjir lagi ga masuk lagiii kantor
0,kece jagat raya promot gue coba ak promot gue bikin tsunami
0,woi gempa beneran gue halu
1,angin badan kena urut ni puting beliung badan putar
0,bencana geologi gempabumi tsunami letus gunung rap tanah longsor
0,banjir tetep kerja
1,mimpi kabawa angin puting beliung meuni soak gustiiii
0,baca komen dlm fb malaysian ni lokasi yg lindung xde gempa bumi xde tsunami xde puting beliung jarang bencana alam lalu bencana yg nama menteri
1,tunggu tsunami trofi dr mu
1,keinget momen pulang sidang dr singaraja jalur gitgit hujan deres macet karna banjir puter arah ehh kena longsor sampe turun angkatin ranting pohon
0,doa keluarga magelang kena musibah angin puting beliung moga aja
0,meru erupsi demitnya ngungsi gak
0,tgl thn yg kelapa gading jakarta utara dampak banjir yg lumayan parah lokasi yg si jakarta
0,bekas siapsiap banjir kah kemaren ujan blm lgi kirim tetangga moga sehat dah orang bekas nyari duit tp inget sehat ya lu
0,doa baik saudara saudara lumajang dampak erupsi gunung meru moga senantiasa selamat bencana tangan
0,desember gunung erupsi gempa
0,senin banyak doa basudara yg kena musibah erupsi gunung meru allah jaga allah sayang
1,gempa 
0,waspada bencana alam semesta uiis teko nang jaman kulo sungsang jaman balik sprti erupsi gunung rapi jawa tengahjatimjabartanah longsorgempa bumitsunami banjir bandang mati pesawat jatuh ledak
1,ngerasa gempa
0,musim ujan nya dah bawa bencana yaa banjir sm longsor alias jd takut kmana stay safe ah jgn lupa makan
1,mimpi tsunami gs kali
0,moga make up ku besok ga longsor
0,tanah longsor dimanamana
0,the tsunami will repat again johor melaka nsembilan selangor wilayah sekutu menang bersih ph
0,aktivitas erupsi gunung rapi hitung gugur ratarata kali
0,usik gunung yg erupsi
0,kahit tsunami pa yan ihahatid pa rin
1,mimpi simulasi tsunami
