id,text,label
1404423898301489153," Gempa Dirasakan Magnitudo: 4.3, Kedalaman: 2 km, 14 Jun 2021 18:46:04 WIB, Koordinat: 2.26 LS-102.30 BT (Pusat gempa berada di darat 36 km Tenggara Merangin), Dirasakan (MMI): III Merangin BMKG ",1
1404423822791430156," Gempa Magnitudo:4.3, 14-Jun-21 18:46:04 WIB, Lok:2.26 LS, 102.30 BT (Pusat gempa berada di darat 36 km Tenggara Merangin), Kedlmn:2 Km Dirasakan (MMI) III Merangin BMKG ",1
1404334300401586176," Gempa Dirasakan Magnitudo: 2.9, Kedalaman: 4 km, 14 Jun 2021 13:23:46 WIB, Koordinat: 5.86 LU-95.30 BT (Pusat gempa berada di Laut 4 km BaratDaya Kota Sabang), Dirasakan (MMI): II Sabang BMKG ",1
1404334281996967937," Gempa Magnitudo:2.9, 14-Jun-21 13:23:46 WIB, Lok:5.86 LU, 95.30 BT (Pusat gempa berada di Laut 4 km BaratDaya Kota Sabang), Kedlmn:4 Km Dirasakan (MMI) II Sabang BMKG ",1
1404010422169001989," Gempa Magnitudo:2.6, 13-Jun-21 15:42:56 WIB, Lok:2.91 LS, 118.94 BT (Pusat gempa berada di darat 25 km Tenggara Mamuju), Kedlmn:10 Km Dirasakan (MMI) II - III Malunda BMKG ",1
1404010381073256454," Gempa Dirasakan Magnitudo: 2.6, Kedalaman: 10 km, 13 Jun 2021 15:42:56 WIB, Koordinat: 2.91 LS-118.94 BT (Pusat gempa berada di darat 25 km Tenggara Mamuju), Dirasakan (MMI): II - III Malunda BMKG ",1
1403676220764475393," Gempa Magnitudo:5.0, 12-Jun-21 18:20:55 WIB, Lok:3.64 LS,131.56 BT (133 km Tenggara SERAMBAGIANTIMUR-MALUKU), Kedlmn:15 Km, tdk berpotensi tsunami BMKG ",1
1403675032681779200," Gempa Magnitudo: 5.0, Kedalaman: 15 km, 12 Jun 2021 18:20:55 WIB, Koordinat: 3.64 LS-131.56 BT (133 km Tenggara SERAMBAGIANTIMUR-MALUKU), Tidak berpotensi tsunami BMKG ",1
1403472780960550913," Gempa Magnitudo:4.9, 12-Jun-21 04:37:21 WIB, Lok:0.05 LS, 100.03 BT (Pusat gempa berada di darat 25 km barat daya Pasaman), Kedlmn:10 Km Dirasakan (MMI) I-II Padang Panjang, I-II Bukittinggi, I-II Pariaman, I-II Padang, I-II Lubuk Basung, II Agam BMKG ",1
1403467797963808771," Gempa Magnitudo:5.0, 12-Jun-21 04:37:56 WIB, Lok:5.93 LU,126.21 BT (220 km BaratLaut MELONGUANE-SULUT), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
1403467783736729602," Gempa Magnitudo: 5.0, Kedalaman: 10 km, 12 Jun 2021 04:37:56 WIB, Koordinat: 5.93 LU-126.21 BT (220 km BaratLaut MELONGUANE-SULUT), Tidak berpotensi tsunami BMKG ",1
1403438464721309698," Gempa Dirasakan Magnitudo: 4.9, Kedalaman: 30 km, 12 Jun 2021 02:13:47 WIB, Koordinat: 3.92 LU-95.86 BT (Pusat gempa berada di laut 38 km barat daya Meulaboh), Dirasakan (MMI): III Naganraya, II Gayo Lues BMKG ",1
1403438448485097474," Gempa Magnitudo:4.9, 12-Jun-21 02:13:47 WIB, Lok:3.92 LU, 95.86 BT (Pusat gempa berada di laut 38 km barat daya Meulaboh), Kedlmn:30 Km Dirasakan (MMI) III Naganraya, II Gayo Lues BMKG ",1
1403204161965940736," Gempa Dirasakan Magnitudo: 2.8, Kedalaman: 1 km, 11 Jun 2021 10:07:04 WIB, Koordinat: 2.56 LU-98.75 BT (Pusat gempa berada di darat 8 km tenggara Samosir), Dirasakan (MMI): II Kab. Samosir BMKG ",1
1403204056059842563," Gempa Magnitudo:2.8, 11-Jun-21 10:07:04 WIB, Lok:2.56 LU, 98.75 BT (Pusat gempa berada di darat 8 km tenggara Samosir), Kedlmn:1 Km Dirasakan (MMI) II Kab. Samosir BMKG ",1
1403177231959019529," Gempa Magnitudo: 5.7, Kedalaman: 14 km, 11 Jun 2021 09:23:42 WIB, Koordinat: 0.06 LS-124.40 BT (66 km Tenggara BOLAANGUKI-BOLSEL-SULUT), Tidak berpotensi tsunami BMKG ",1
1403177211742474246," Gempa Magnitudo:5.7, 11-Jun-21 09:23:42 WIB, Lok:0.06 LS,124.40 BT (66 km Tenggara BOLAANGUKI-BOLSEL-SULUT), Kedlmn:14 Km, tdk berpotensi tsunami BMKG ",1
1403000072472698886," Gempa Magnitudo:5.0, 10-Jun-21 17:12:45 WIB, Lok:4.96 LS, 102.97 BT (Pusat gempa berada di Laut 45 km BaratDaya Kaur), Kedlmn:10 Km Dirasakan (MMI) III-IV Kaur, III Lampung Barat, II - III Manna, II Bengkulu, Kepahiang BMKG ",1
1403000057117298698," Gempa Dirasakan Magnitudo: 5.0, Kedalaman: 10 km, 10 Jun 2021 17:12:45 WIB, Koordinat: 4.96 LS-102.97 BT (Pusat gempa berada di Laut 45 km BaratDaya Kaur), Dirasakan (MMI): III-IV Kaur, III Lampung Barat, II - III Manna, II Bengkulu, Kepahiang BMKG ",1
1402933113836036104," Gempa Magnitudo: 5.0, Kedalaman: 10 km, 10 Jun 2021 17:12:45 WIB, Koordinat: 4.96 LS-102.97 BT (45 km BaratDaya KAUR-BENGKULU), Tidak berpotensi tsunami BMKG ",1
1402933014598877184," Gempa Magnitudo:5.0, 10-Jun-21 17:12:45 WIB, Lok:4.96 LS,102.97 BT (45 km BaratDaya KAUR-BENGKULU), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
1402819623918006277," Gempa Magnitudo:5.3, 10-Jun-21 09:42:23 WIB, Lok:5.81 LU,126.23 BT (207 km BaratLaut MELONGUANE-SULUT), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
1402819611154804736," Gempa Magnitudo: 5.3, Kedalaman: 10 km, 10 Jun 2021 09:42:23 WIB, Koordinat: 5.81 LU-126.23 BT (207 km BaratLaut MELONGUANE-SULUT), Tidak berpotensi tsunami BMKG ",1
1402477718952837120," Gempa Dirasakan Magnitudo: 4.5, Kedalaman: 10 km, 09 Jun 2021 10:48:50 WIB, Koordinat: 7.99 LS-120.26 BT (Pusat gempa berada dilaut 69 km TimurLaut Labuan Bajo), Dirasakan (MMI): II Ruteng BMKG ",1
1402477659855093763," Gempa Magnitudo:4.5, 09-Jun-21 10:48:50 WIB, Lok:7.99 LS, 120.26 BT (Pusat gempa berada dilaut 69 km TimurLaut Labuan Bajo), Kedlmn:10 Km Dirasakan (MMI) II Ruteng BMKG ",1
1402268343596376079," Gempa Dirasakan Magnitudo: 3.4, Kedalaman: 12 km, 08 Jun 2021 20:51:56 WIB, Koordinat: 8.42 LS-116.20 BT (Pusat gempa berada di darat 8 km Tenggara Lombok Utara), Dirasakan (MMI): III Lombok Utara BMKG ",1
1402268274465837062," Gempa Magnitudo:3.4, 08-Jun-21 20:51:56 WIB, Lok:8.42 LS, 116.20 BT (Pusat gempa berada di darat 8 km Tenggara Lombok Utara), Kedlmn:12 Km Dirasakan (MMI) III Lombok Utara BMKG ",1
1402135073378377728," Gempa Dirasakan Magnitudo: 5.3, Kedalaman: 185 km, 08 Jun 2021 12:00:34 WIB, Koordinat: 0.35 LU-123.75 BT (Pusat gempa berada di darat 26 km BaratDaya Bolaanguki), Dirasakan (MMI): II Bolaang Mongondow Selatan BMKG ",1
1402134975877586955," Gempa Magnitudo:5.3, 08-Jun-21 12:00:34 WIB, Lok:0.35 LU, 123.75 BT (Pusat gempa berada di darat 26 km BaratDaya Bolaanguki), Kedlmn:185 Km Dirasakan (MMI) II Bolaang Mongondow Selatan BMKG ",1
1402134570804281348," Gempa Dirasakan Magnitudo: 5.3, Kedalaman: 185 km, 08 Jun 2021 12:00:34 WIB, Koordinat: 0.35 LU-123.75 BT (Pusat gempa berada di darat 26 km Bolaanguki), Dirasakan (MMI): II Bolaang Mongondow Selatan BMKG ",1
1402134545164500995," Gempa Magnitudo:5.3, 08-Jun-21 12:00:34 WIB, Lok:0.35 LU, 123.75 BT (Pusat gempa berada di darat 26 km Bolaanguki), Kedlmn:185 Km Dirasakan (MMI) II Bolaang Mongondow Selatan BMKG ",1
1402129535735271429," Gempa Magnitudo: 5.3, Kedalaman: 185 km, 08 Jun 2021 12:00:34 WIB, Koordinat: 0.35 LU-123.75 BT (26 km BaratDaya BOLAANGUKI-BOLSEL-SULUT), Tidak berpotensi tsunami BMKG ",1
1402129516223295488," Gempa Magnitudo:5.3, 08-Jun-21 12:00:34 WIB, Lok:0.35 LU,123.75 BT (26 km BaratDaya BOLAANGUKI-BOLSEL-SULUT), Kedlmn:185 Km, tdk berpotensi tsunami BMKG ",1
1401771051210579969," Gempa Magnitudo:5.3, 07-Jun-21 12:15:58 WIB, Lok:4.72 LS,133.78 BT (125 km BaratLaut KEP.ARU-MALUKU), Kedlmn:27 Km, tdk berpotensi tsunami BMKG ",1
1401771034173345797," Gempa Magnitudo: 5.3, Kedalaman: 27 km, 07 Jun 2021 12:15:58 WIB, Koordinat: 4.72 LS-133.78 BT (125 km BaratLaut KEP.ARU-MALUKU), Tidak berpotensi tsunami BMKG ",1
1401755179855212546," Gempa Dirasakan Magnitudo: 4.6, Kedalaman: 165 km, 07 Jun 2021 10:52:55 WIB, Koordinat: 0.31 LU-122.11 BT (Pusat gempa berada di laut 21 km Tenggara Paguat), Dirasakan (MMI): III Bone Bolango, II-III Gorontalo, II Telaga Biru BMKG ",1
1401755120514203650," Gempa Magnitudo:4.6, 07-Jun-21 10:52:55 WIB, Lok:0.31 LU, 122.11 BT (Pusat gempa berada di laut 21 km Tenggara Paguat), Kedlmn:165 Km Dirasakan (MMI) III Bone Bolango, II-III Gorontalo, II Telaga Biru BMKG ",1
1401564517880852480," Gempa Dirasakan Magnitudo: 3.1, Kedalaman: 10 km, 06 Jun 2021 21:41:56 WIB, Koordinat: 4.13 LS-121.77 BT (Pusat gempa berada di darat 21 km tenggara Kolaka), Dirasakan (MMI): II - III Kolaka, II - III Kolaka Timur BMKG ",1
1401564466903351298," Gempa Magnitudo:3.1, 06-Jun-21 21:41:56 WIB, Lok:4.13 LS, 121.77 BT (Pusat gempa berada di darat 21 km tenggara Kolaka), Kedlmn:10 Km Dirasakan (MMI) II - III Kolaka, II - III Kolaka Timur BMKG ",1
1401469135385595905," Gempa Dirasakan Magnitudo: 5.2, Kedalaman: 10 km, 06 Jun 2021 16:07:31 WIB, Koordinat: 3.07 LU-126.61 BT (Pusat gempa berada di laut 103 km barat daya Melonguane), Dirasakan (MMI): III Tahuna BMKG ",1
1401469101692702721," Gempa Magnitudo:5.2, 06-Jun-21 16:07:31 WIB, Lok:3.07 LU, 126.61 BT (Pusat gempa berada di laut 103 km barat daya Melonguane), Kedlmn:10 Km Dirasakan (MMI) III Tahuna BMKG ",1
1401466996609277955," Gempa Magnitudo: 5.2, Kedalaman: 10 km, 06 Jun 2021 16:07:31 WIB, Koordinat: 3.07 LU-126.61 BT (103 km BaratDaya MELONGUANE-SULUT), Tidak berpotensi tsunami BMKG ",1
1401466896084393987," Gempa Magnitudo:5.2, 06-Jun-21 16:07:31 WIB, Lok:3.07 LU,126.61 BT (103 km BaratDaya MELONGUANE-SULUT), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
1401313604654170116," Gempa Magnitudo: 5.1, Kedalaman: 10 km, 06 Jun 2021 05:57:40 WIB, Koordinat: 0.35 LU-126.39 BT (118 km BaratDaya TERNATE-MALUT), Tidak berpotensi tsunami BMKG ",1
1401313600455667718," Gempa Mag:5.1, 06-Jun-21 05:57:40 WIB, Lok:0.35 LU,126.39 BT (118 km BaratDaya TERNATE-MALUT), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
1401312604723695617," Gempa Mag:2.2, 06-Jun-21 04:41:15 WIB, Lok:2.54 LU, 98.80 BT (Pusat gempa berada di darat 14 km tenggara Samosir), Kedlmn:5 Km Dirasakan (MMI) II Samosir BMKG ",1
1401312598344097796," Gempa Dirasakan Magnitudo: 2.2, Kedalaman: 5 km, 06 Jun 2021 04:41:15 WIB, Koordinat: 2.54 LU-98.80 BT (Pusat gempa berada di darat 14 km tenggara Samosir), Dirasakan (MMI): II Samosir BMKG ",1
1401195069374230533," Gempa Dirasakan Magnitudo: 3.0, Kedalaman: 10 km, 05 Jun 2021 21:52:00 WIB, Koordinat: 6.84 LS-107.16 BT (Pusat gempa berada di darat 3 km tenggara Kab. Cianjur), Dirasakan (MMI): II-III Cianjur BMKG ",1
1401195033278124032," Gempa Mag:3.0, 05-Jun-21 21:52:00 WIB, Lok:6.84 LS, 107.16 BT (Pusat gempa berada di darat 3 km tenggara Kab. Cianjur), Kedlmn:10 Km Dirasakan (MMI) II-III Cianjur BMKG ",1
1401063195117121543," Gempa Dirasakan Magnitudo: 3.0, Kedalaman: 3 km, 05 Jun 2021 12:47:42 WIB, Koordinat: 6.95 LS-106.97 BT (Pusat gempa berada di darat 5 km tenggara Kota Sukabumi), Dirasakan (MMI): III Sukaraja, III Sukalarang, III Kebonpedes BMKG ",1
1401063189706514432," Gempa Mag:3.0, 05-Jun-21 12:47:42 WIB, Lok:6.95 LS, 106.97 BT (Pusat gempa berada di darat 5 km tenggara Kota Sukabumi), Kedlmn:3 Km Dirasakan (MMI) III Sukaraja, III Sukalarang, III Kebonpedes BMKG ",1
1401062313885458432," Gempa Dirasakan Magnitudo: 3.0, Kedalaman: 3 km, 05 Jun 2021 12:47:42 WIB, Koordinat: 6.95 LS-106.97 BT (Pusat gempa berada di darat 5 km tenggara Kota Sukabumi), Dirasakan (MMI): III Sukaraja, III Sukalarang BMKG ",1
1401062304397991937," Gempa Mag:3.0, 05-Jun-21 12:47:42 WIB, Lok:6.95 LS, 106.97 BT (Pusat gempa berada di darat 5 km tenggara Kota Sukabumi), Kedlmn:3 Km Dirasakan (MMI) III Sukaraja, III Sukalarang BMKG ",1
1400821843892707330," Gempa Dirasakan Magnitudo: 2.9, Kedalaman: 1 km, 04 Jun 2021 20:46:27 WIB, Koordinat: 2.54 LU-98.78 BT (Pusat gempa berada di darat 12 km tenggara Samosir), Dirasakan (MMI): II Samosir BMKG ",1
1400821772686004229," Gempa Mag:2.9, 04-Jun-21 20:46:27 WIB, Lok:2.54 LU, 98.78 BT (Pusat gempa berada di darat 12 km tenggara Samosir), Kedlmn:1 Km Dirasakan (MMI) II Samosir BMKG ",1
1400815049619345408," Gempa Dirasakan Magnitudo: 5.4, Kedalaman: 10 km, 04 Jun 2021 20:45:15 WIB, Koordinat: 0.38 LU-126.28 BT (Pusat gempa berada di laut 128 km barat daya Ternate), Dirasakan (MMI): II - III Ternate BMKG ",1
1400814990177693697," Gempa Mag:5.4, 04-Jun-21 20:45:15 WIB, Lok:0.38 LU, 126.28 BT (Pusat gempa berada di laut 128 km barat daya Ternate), Kedlmn:10 Km Dirasakan (MMI) II - III Ternate BMKG ",1
1400812029854720003," Gempa Magnitudo: 5.4, Kedalaman: 10 km, 04 Jun 2021 20:45:15 WIB, Koordinat: 0.38 LU-126.28 BT (128 km BaratDaya TERNATE-MALUT), Tidak berpotensi tsunami BMKG ",1
1400812003938029568," Gempa Mag:5.4, 04-Jun-21 20:45:15 WIB, Lok:0.38 LU,126.28 BT (128 km BaratDaya TERNATE-MALUT), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
1400806201139421189," Gempa Mag:4.2, 04-Jun-21 20:00:09 WIB, Lok:8.35 LS, 116.08 BT (Pusat gempa berada di laut 8 km Barat Laut Lombok Utara), Kedlmn:19 Km Dirasakan (MMI) III Lombok Timur, III Lombok Tengah, III Lombok Barat , III Mataram, II Karang Asem BMKG ",1
1400751125301661698," Gempa Dirasakan Magnitudo: 2.8, Kedalaman: 5 km, 04 Jun 2021 16:13:26 WIB, Koordinat: 5.83 LU-95.30 BT (Pusat gempa berada didarat 7 km BaratDaya Kota Sabang), Dirasakan (MMI): II Sabang BMKG ",1
1400751105844281347," Gempa Mag:2.8, 04-Jun-21 16:13:26 WIB, Lok:5.83 LU, 95.30 BT (Pusat gempa berada didarat 7 km BaratDaya Kota Sabang), Kedlmn:5 Km Dirasakan (MMI) II Sabang BMKG ",1
1400579362659868674," Gempa Dirasakan Magnitudo: 3.1, Kedalaman: 5 km, 04 Jun 2021 04:59:30 WIB, Koordinat: 8.48 LS-117.48 BT (Pusat gempa berada didarat 6Km TimurLaut Sumbawa), Dirasakan (MMI): II Sumbawa BMKG ",1
1400579282640924673," Gempa Mag:3.1, 04-Jun-21 04:59:30 WIB, Lok:8.48 LS, 117.48 BT (Pusat gempa berada didarat 6Km TimurLaut Sumbawa), Kedlmn:5 Km Dirasakan (MMI) II Sumbawa BMKG ",1
1400413399922528261," Gempa Mag:4.6, 03-Jun-21 18:00:31 WIB, Lok:1.60 LS, 134.16 BT (Pusat gempa berada di Laut 78 km Tenggara Manokwari Selatan), Kedlmn:88 Km Dirasakan (MMI) III Ransiki BMKG ",1
1400413386244976644," Gempa Dirasakan Magnitudo: 4.6, Kedalaman: 88 km, 03 Jun 2021 18:00:31 WIB, Koordinat: 1.60 LS-134.16 BT (Pusat gempa berada di Laut 78 km Tenggara Manokwari Selatan), Dirasakan (MMI): III Ransiki BMKG ",1
1400399830493536263," Gempa Mag:6.1, 03-Jun-21 17:09:58 WIB, Lok:0.35 LU, 126.22 BT (Pusat gempa berada dilaut 135Km BaratDaya Ternate), Kedlmn:10 Km Dirasakan (MMI) III Ternate, II - III Labuha, II - III Manado BMKG ",1
1400399670099120132," Gempa Dirasakan Magnitudo: 6.1, Kedalaman: 10 km, 03 Jun 2021 17:09:58 WIB, Koordinat: 0.35 LU-126.22 BT (Pusat gempa berada dilaut 135Km BaratDaya Ternate), Dirasakan (MMI): III Ternate, II - III Labuha, II - III Manado BMKG ",1
1400399633126330369," Gempa Mag:6.1, 03-Jun-21 17:09:58 WIB, Lok:0.35 LU, 126.22 BT (Pusat gempa berada dilaut 135Km BaratDaya Ternate), Kedlmn:10 Km Dirasakan (MMI) III Ternate, II - III Labuha, II - III Manado BMKG ",1
1400395518757326848," Gempa Magnitudo: 6.1, Kedalaman: 10 km, 03 Jun 2021 17:09:58 WIB, Koordinat: 0.35 LU-126.22 BT (135 km BaratDaya TERNATE-MALUT), Tidak berpotensi tsunami BMKG ",1
1400395507982225413," Gempa Mag:6.1, 03-Jun-21 17:09:58 WIB, Lok:0.35 LU,126.22 BT (135 km BaratDaya TERNATE-MALUT), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
1400283651959529474," Gempa Dirasakan Magnitudo: 5.2, Kedalaman: 51 km, 03 Jun 2021 09:31:37 WIB, Koordinat: 4.71 LU-126.17 BT (Pusat gempa berada dilaut 97km Barat Laut Melonguane), Dirasakan (MMI): II Tahuna BMKG ",1
1400283560913690624," Gempa Mag:5.2, 03-Jun-21 09:31:37 WIB, Lok:4.71 LU, 126.17 BT (Pusat gempa berada dilaut 97km Barat Laut Melonguane), Kedlmn:51 Km Dirasakan (MMI) II Tahuna BMKG ",1
1400280127498457094," Gempa Magnitudo: 5.2, Kedalaman: 51 km, 03 Jun 2021 09:31:37 WIB, Koordinat: 4.71 LU-126.17 BT (97 km BaratLaut MELONGUANE-SULUT), Tidak berpotensi tsunami BMKG ",1
1400280077955342339," Gempa Mag:5.2, 03-Jun-21 09:31:37 WIB, Lok:4.71 LU,126.17 BT (97 km BaratLaut MELONGUANE-SULUT), Kedlmn:51 Km, tdk berpotensi tsunami BMKG ",1
1400184871578791937," Gempa Dirasakan Magnitudo: 4.0, Kedalaman: 5 km, 03 Jun 2021 01:38:15 WIB, Koordinat: 5.87 LU-95.25 BT (Pusat gempa berada di darat 8 km Barat Daya Kota Sabang), Dirasakan (MMI): II - III Sabang BMKG ",1
1400184809910013954," Gempa Mag:4.0, 03-Jun-21 01:38:15 WIB, Lok:5.87 LU, 95.25 BT (Pusat gempa berada di darat 8 km Barat Daya Kota Sabang), Kedlmn:5 Km Dirasakan (MMI) II - III Sabang BMKG ",1
1400113523879862282," Gempa Dirasakan Magnitudo: 3.6, Kedalaman: 11 km, 02 Jun 2021 21:13:14 WIB, Koordinat: 0.62 LS-131.31 BT (Pusat gempa berada di laut 29 km TimuLaut Kota Sorong), Dirasakan (MMI): I-II Sorong BMKG ",1
1400113452861976579," Gempa Mag:3.6, 02-Jun-21 21:13:14 WIB, Lok:0.62 LS, 131.31 BT (Pusat gempa berada di laut 29 km TimuLaut Kota Sorong), Kedlmn:11 Km Dirasakan (MMI) I-II Sorong BMKG ",1
1399514803631054853," Gempa Dirasakan Magnitudo: 3.8, Kedalaman: 10 km, 01 Jun 2021 05:02:58 WIB, Koordinat: 2.38 LS-120.68 BT (Pusat gempa berada di darat 13 km Barat Mangkutana, Luwu Timur), Dirasakan (MMI): II - III Mangkutana , I-II Masamba BMKG ",1
1399514735872294913," Gempa Mag:3.8, 01-Jun-21 05:02:58 WIB, Lok:2.38 LS, 120.68 BT (Pusat gempa berada di darat 13 km Barat Mangkutana, Luwu Timur), Kedlmn:10 Km Dirasakan (MMI) II - III Mangkutana , I-II Masamba BMKG ",1
1399494294075969536," Gempa Mag:4.8, 01-Jun-21 05:01:26 WIB, Lok:0.32 LU, 100.05 BT (Pusat gempa berada di darat 4 km BaratDaya Panti, Pasaman), Kedlmn:5 Km Dirasakan (MMI) II - III Payakumbuh BMKG ",1
1399494293023166468," Gempa Dirasakan Magnitudo: 4.8, Kedalaman: 5 km, 01 Jun 2021 05:01:26 WIB, Koordinat: 0.32 LU-100.05 BT (Pusat gempa berada di darat 4 km BaratDaya Panti, Pasaman), Dirasakan (MMI): II - III Payakumbuh BMKG ",1
1399195814501642250," Gempa Magnitudo: 5.1, Kedalaman: 45 km, 31 Mei 2021 09:43:10 WIB, Koordinat: 3.86 LU-127.82 BT (127 km Tenggara MELONGUANE-SULUT), Tidak berpotensi tsunami BMKG ",1
