text,label
" Gempa Mag:5.1, 22-Feb-21 10:00:22 WIB, Lok:2.49 LU,127.26 BT (117 km BaratLaut TOBELO-MALUT), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
kalo liat pola gempa dan berita erupsi gini salah satu yg paling kutakutin adalah listrik lumpuh,0
halah lu pada kok tiba tiba peduli sama aktivitas gunung berapi ga tau ya setiap hari di indonesia tuh memang ada gempa dimana mana cuma beda besar getarannya aja,0
" Gempa Mag:5.1, 10/12/2020 22:04:50 (Pusat gempa di laut 131 km TimurLaut Bitung), Kedlmn:10 Km Dirasakan (MMI) II Ternate, II Manado, BMKG",1
roti tawar umum dijadikan menu sarapan maupun kue seperti stup roti tawar perhatikan tips membeli roti tawar yang baik dari koki hotel profesional,0
" Gempa Mag:3.8, 08/01/2021 08:33:07 (Pusat gempa di darat 17 km Tenggara Pesawaran), Kedlmn:10 Km Dirasakan (MMI) III Kemiling, I-II Kedondong, BMKG",1
banjirkalsel prayforkalsel teman teman mohon doanya untuk suadara saudara kita di kalimantan selatan yang seluruh kabupaten saat ini dilanda musibah banjir semoga segera surut aamiin salam satu banua,1
" Gempa Mag:5.5, 14-Feb-21 16:44:46 WIB, Lok:1.11 LU, 119.93 BT (Pusat gempa berada di laut 95 km BaratLaut Toli-toli), Kedlmn:10 Km Dirasakan (MMI) III Toli-Toli, III Buol BMKG ",1
risha adalah teknologi konstruksi knock down yang dapat dibangun dengan waktu cepat dengan menggunakan bahan beton bertulang pada struktur utamanya,0
dugaanku skyquake ni karna sebelumnya ada gempa,0
selamat kepada 881 pamong praja muda lulusan ipdn angkatan xxvii tahun 2020 yang dilantik secara virtual hari ini sebagai pamong praja muda mereka harus menjadi penggerak inovasi motor reformasi birokrasi dan pengembangan cara cara kerja baru motor penggerak pemerintahan,0
nggak ada gempa mungkin meteorit gak sih,0
"Telah terjadi awanpanas guguran di G. Merapi tanggal 27 Februari 2019 pukul 10.13 WIB dengan durasi 60 detik, jarak luncur 600 m, dan arah ke K. Gendol. Awanpanas teramati dari CCTV Puncak. Masyarakat diimbau untuk tetap tenang dan beraktivitas seperti biasa. StatusWaspada ",1
drypers drypantz bukan sahaja mengekalkan kekeringan sehingga 10 jam malah ia juga memudahkan penukaran lampin walaupun waktu baby sedang baring hanya koyak gulung lekat pakai tarik dan sedia,0
razia prokes petugas bubarkan kerumunan,0
gempa lokal neng tempat tidur joss,0
"Info Gempa Magnitudo:3.3 SR, 31-Aug-18 09:20:31 WIB, Lok:8.23 LS,116.23 BT (16 km BaratLaut LOMBOKUTARA-NTB), Kedlmn:10 Km ::BMKG ",1
Puting Beliung Ancam Warga ,1
aku ponn samaa kekeringan idea nak borak ape haihhh memang dasar seketul labu,0
banjir ajah dijadiin konten astaga,0
nurhadi lolos dari tuntutan 12 tahun penjara tak terima kpk pun mengajukan banding,0
" Gempa Mag:4.3, 23-Feb-21 21:09:10 WIB, Lok:9.48 LS, 115.54 BT (Pusat gempa berada di laut 83 km tenggara Kuta Selatan), Kedlmn:37 Km Dirasakan (MMI) III Lombok Tengah, III Lombok Barat, II-III Kuta, II Mataram BMKG ",1
"Info Gempa Magnitudo:5.2 SR, 04-Nov-15 13:14:34 WIB, Lok:6.80 LS,105.01 BT (88 km BaratDaya PANDEGLANG-BANTEN), Kedlmn:10 Km ::BMKG",1
" Gempa Mag:5.1, 13-Mar-21 03:14:05 WIB, Lok:4.92 LU,126.57 BT (103 km BaratLaut MELONGUANE-SULUT), Kedlmn:62 Km, tdk berpotensi tsunami BMKG ",1
stand up rigen rakelna review makanan gak enak tapi harus pura pura enak sapa tahun baru,0
coba resep rengginang kekinian dengan taburan bubuk keju untuk isi stoples lebaran rasa gurihnya bikin ketagihan,0
"Awanpanas guguran Merapi tanggal 6 Juni 2021 pukul 06.08 WIB , tercatat di seismogram dengan amplitudo 40 mm dan durasi 83 detik, estimasi jarak luncur 1200 m ke arah barat daya. MerapiSiaga sejak 5 November 2020 ",1
cuaca demi cuaca melalui kami dan kebenaran akan semakin dipojokkan sampai akhirnya nanti badai meletus dan menyisakan kejujuran yang bersinar entah menghangatkan atau menghanguskan dee filosofi kopi kumpulan cerita dan prosa satu dekade,0
" Gempa Dirasakan Magnitudo: 2.6, Kedalaman: 8 km, 15 Apr 2021 20:28:46 WIB, Koordinat: 7.23 LS-107.69 BT (Pusat gempa berada di darat tenggara Kab. Bandung), Dirasakan (MMI): II Pacet, II Ibun, II Pasirwangi, II Kamojang, II Pangalengan BMKG ",1
"Awanpanas guguran Merapi tanggal 9 Juni 2021 pukul 9.53 WIB tercatat di seimogram dengan amplitudo 46 mm dan durasi 121 detik. Cuaca berkabut, estimasi jarak luncur 1600 m ke arah barat daya. MerapiSiaga sejak 5 November 2020 ",1
" Gempa Magnitudo: 5.0, Kedalaman: 73 km, 17 Mar 2021 23:20:50 WIB, Koordinat: 2.30 LU-128.19 BT (30 km BaratLaut DARUBA-MALUT), Tidak berpotensi tsunami BMKG ",1
awas banjir,0
" Gempa Mag:5.4, 30-Jan-21 12:17:18 WIB, Lok:2.93 LS, 129.48 BT (Pusat gempa berada di darat 71 km timur laut Maluku Tengah), Kedlmn:13 Km Dirasakan (MMI) II-III Maluku Tengah , II Ambon BMKG ",1
penjelasan keluarga habib hasan soal kerumunan massa di pemakaman,0
pasca banjir halut pertamina jamin stok bbm aman,0
" Gempa Mag:7.1, 21-Jan-21 19:23:07 WIB, Lok:4.98 LU,127.38 BT (134 km TimurLaut MELONGUANE-SULUT), Kedlmn:154 Km, tdk berpotensi tsunami BMKG ",1
the tsunami jakarta 2050 trailer cities skylines jakarta2050 dentuman krakatau depok godzilla gempa jabodetabek lampung bmkg covid 19,0
jadi ini sebenernya bersangkut sama ilmu pengetahuan kok ibuku tuh guru geografi dan dia suka bilang ada awan gempa tapi aku kurang paham juga maksud lebih lanjut hubungan awan sama terjadinya gempa,0
emg ada gempa apa badan gua lagi ngelawak,0
nama daerah tinggalku cisaat konon diberi nama itu karna cisaat adalah cai dan saat maksudnya kekeringan air dan lg terjadi bbrp hri ini aku blm mandi drpgi prengs bauu sampah,0
" Gempa Mag:4.6, 25-Des-20 05:09:09 WIB, Lok:9.31 LS, 117.41 BT (Pusat gempa berada di laut 87 km Tenggara Sumbawa Barat), Kedlmn:86 Km Dirasakan (MMI) III Sumbawa Barat BMKG ",1
Angin puting beliung di Kota Pontianak PutingBeliung PusdalopsBNPB Pontianak,1
tambunan sgn pernahkah kau merasa hatimu gempa pernahkah kau merasa hatimu bolong pernahkah kau merasa hatimu gempa pernahkah kau merasa hatimu bolong,0
"Angin Puting Beliung terjadi di Kab. Lampung Timur, Prov. Lampung (4/6) pukul 08.00 WIB tepatnya di Kec. Braja Selebah, Ds. Braja Indah yang disebabkan hujan dengan intensitas tinggi serta angin kencang. InfoBencanaBNPB PusdalopsBNPB ",1
peran ekosistem hutan dan lahan basah wetland rawa gambut dll memiliki peran yang signifikan dalam konteks adaptasi perubahan iklim dan pengurangan risiko bencana khususnya banjir,0
waktunya pengumuman selamat kepada perkasa yang berhak mendapatkan hadiah giveaway tawapemersatubangsa suci9 dari kompastv terima kasih kepada semua partisipan giveaway semalam ya,0
yang saya ingat dari jawa timur adalah cak kartolo dan cak sapari juga kirun maka saya taruh cak kartolo dan cak sapari didepan ludrukan saya berharap penonton jawa timurnya mengenali dan nyaman dulu diawal kirun jadwal manggungnya gila gilaan,0
waras bicaralah yg sebenarnya pak yai tegakkan amal ma ruf nahyi mukar tegor para umaro yg hanya menjadi beban bagi rakyat dan selalu membebani hasil2 kebijakannya banjir longsor dll setelah hutan mereka babat tanah dikeruk tambangnya persekongkolan jahat dgn konglo hitam,0
beberapa desa di tujuh kecamatan kabupaten pasuruan dilanda kekeringan pasuruan kekeringan air airbersih,1
" Data yang dihimpun sementara, kerugian materil yang disebabkan oleh banjir di Kecamatan Dayeuhkolot meliputi 4.745 rumah terendam, 8 tempat ibadah dan 2 Sekolah dengan tinggi muka air berkisar antara 10-120 sentimeter di Desa Dayeuhkolot, ... banjir ",1
upacara peringatan detik detik proklamasi kemerdekaan di halaman istana merdeka hari ini digelar secara terbatas dengan protokol kesehatan ketat meski begitu kehadiran secara virtual para undangan dan masyarakat dari berbagai tempat menjadikannya tetap meriah dan berwarna,0
"Info Gempa Magnitudo:5.5 SR, 25-Aug-15 10:29:40 WIB, Lok:4.58 LU,93.71 BT (220 km BaratDaya KAB-ACEHBESAR), Kedlmn:10 Km ::BMKG",1
ini baru gempa,1
" Gempa Mag:4.6, 07-Jan-21 21:44:06 WIB, Lok:8.73 LS, 110.28 BT (Pusat gempa berada di laut 89 km BaratDaya Gunung Kidul), Kedlmn:31 Km Dirasakan (MMI) II Gunung Kidul, II Pacitan, II Kulonprogo BMKG ",1
tgl 9 kemarin gempa hari ini heboh suara dentuman mau pulang ke rumah,1
" Gempa Mag:2.5, 08-Apr-21 00:43:28 WIB, Lok:4.27 LS, 122.44 BT (Pusat gempa berada di darat 5.2 km Barat Laut Laeya Kabupaten Konawe Selatan), Kedlmn:8 Km Dirasakan (MMI) II - III Laeya BMKG ",1
perkembangan industri mobil listrik indonesia kantongi investasi besar,0
" Gempa Dirasakan Magnitudo: 3.2, Kedalaman: 7 km, 25 Feb 2021 22:16:16 WIB, Koordinat: 0.66 LS-120.16 BT (Pusat gempa berada di laut 9 km Timur Laut Toboli Kab. Parigi Moutong), Dirasakan (MMI): III Parigi, II-III Palu, II Sigi BMKG ",1
" Gempa Mag:5.2, 24-Mei-21 22:05:22 WIB, Lok:4.34 LU, 95.26 BT (Pusat gempa berada di laut 48 km barat daya Aceh Jaya), Kedlmn:49 Km Dirasakan (MMI) III Aceh Jaya, II - III Banda Aceh, II - III Nagan Raya BMKG ",1
ganjar himbau tidak ada perayaan akhir tahun,0
kebijakan bupati jember memutasi jabatan dinilai melanggar aturan,0
viral di media sosial soal pendapat wanita haid dibolehkan untuk berpuasa muhammadiyah mengatakan haid penghalang bagi perempuan untuk berpuasa,0
ada yg belajar dari kertajati ngga mau lagi dijorokin menteri peresmian,0
Awanpanas guguran Merapi tanggal 6 Maret 2021 pukul 14.37 WIB terekam di seismogram dengan amplitudo 54 mm dan durasi 107 detik. Estimasi jarak luncur ?1000 m ke arah barat daya. Cuaca sekitar puncak berkabut. MerapiSiaga sejak 5 November 2020 mbg,1
Awanpanas guguran Merapi tanggal 21 Mei 2021 pukul 01.40 WIB tercatat di seismogram dengan amplitudo 60 mm dan durasi 106 detik. Jarak luncur 2000 m ke arah barat daya. MerapiSiaga sejak 5 November 2020,1
jangan terlalu memimpikan cewek badai mereka biasanya tidak setia bukankah badai pasti berlalu,0
"Info Gempa Magnitudo:3.7 SR, 15-Sep-18 21:00:55 WIB, Lok:8.95 LS,118.83 BT (55 km Tenggara BIMA-NTB), Kedlmn:10 Km ::BMKG",1
ada fitur namanya report atau block,0
"Ketinggian muka air di wilayah terdampak sangat beragam, dari 20 ? 150 cm. BPBD setempat mencatat 15 jiwa mengungsi di Masjid Baiturahman, mereka yang berada di Desa Cilengkrang, Kecamatan Pasaleman. Tidak ada korban jiwa akibat banjir di wilayah tiga kecamatan ini. ",1
parents biar lampin anak betul betul fit drypers drypantz direka khas untuk setiap tumbesaran bayi anda dengan fit yang direka khas serta kekeringan sehingga 10 jam pita lekat amp buang memudahkan ibu menyalin lampin si manja show more,0
jangan remehkan orang bodoh yang berkumpul buktinya bisa dilihat di live comment section,0
gua tbtb lgsg kepikiran gempa bae pas mau search bmkg krakatau udah trending bae langsung weh pikiran kesitu,0
Awanpanas guguran Merapi tanggal 8 Maret 2021 pukul 04.51 WIB tercatat di seismogram dengan amplitudo 51 mm dan durasi 115 detik. Jarak luncur ?1300 m ke arah barat daya. MerapiSiaga sejak 5 November 2020 mbg,1
" Gempa Mag:5.0, 28-Dec-20 11:46:17 WIB, Lok:4.44 LU,126.81 BT (51 km TimurLaut MELONGUANE-SULUT), Kedalaman:10 Km, tidak berpotensi tsunami BMKG",1
" Gempa Mag:3.5, 14/01/2021 15:35:14 (Pusat gempa di darat 40 km Barat Laut Malili Luwu Timur), Kedlmn:10 Km Dirasakan (MMI) II-III Mangkutana, BMKG",1
presiden jokowi tahun 2021 indonesia harus mampu hentikan wabah covid 19,0
berarti poinnya mereka pengen makmur mungkin skrg merasa kalah mungkin sekarang merasa ngga dapet kesempatan untuk makmur mungkin sekarang merasa ngga ada harapan untuk makmur mungkin sekarang gagal bersaing untuk makmur dan melihat ada harapan baru,0
" Gempa Magnitudo: 5.5, Kedalaman: 10 km, 11 Mei 2021 00:25:57 WIB, Koordinat: 5.65 LU-126.43 BT (185 km BaratLaut MELONGUANE-SULUT), Tidak berpotensi tsunami BMKG ",1
baru aja lusa kemarin ngobrol sama tante untung gada bencana alam seperti gunung meletus longsor gempa dkk pada saat pendemi ini eh taunya kejadian krakatau,0
" Gempa Dirasakan Magnitudo: 4.3, Kedalaman: 10 km, 10 Mar 2021 19:50:00 WIB, Koordinat: 1.02 LU-124.49 BT (Pusat gempa berada di darat 24 km BaratDaya Amurang-Minsel), Dirasakan (MMI): III Modayag, II Tomohon , III Amurang BMKG ",1
mendengarkan tausyiah singkat dari ustaz ardi cc,0
Pengamatan awanpanas guguran Merapi tanggal 25 Januari 2021 pukul 12.00?18.00 WIB.  Pukul 17:11 WIB terjadi awanpanas guguran yg tercatat di seismogram dgn amplitudo 32 mm &amp; durasi 120 detik. Jarak luncur ?1200 m ke arah barat daya: hulu Kali Krasak &amp; Boyong. MerapiSiaga,1
pengen tau aja nhe semalem ada yg denger bunyi dum dum gua sih mikir akibat letusan anak krakatau tapi di beritakan bunyi dum dum itu bukan akibat dari letusan anak krakatau terus dum dum semalem asalnya dari mana dong sampe jabodetabek heboh jabodetabek krakatau gempa,0
tahun 2020 banyak bencana banjir gempa virus erupsi udah ngeri lur tobat lah ngetwet yg baek2 aja dah erupsikrakatau,0
" Gempa Dirasakan Magnitudo: 2.9, Kedalaman: 7 km, 25 Mei 2021 10:31:39 WIB, Koordinat: 0.86 LS-119.85 BT (Pusat gempa berada di Laut 5 km Barat Laut Palu), Dirasakan (MMI): II - III Palu BMKG ",1
hidup 2020 gak pernah santuy dong baru awal tahun denger bakal ada perang dunia 3 terus lanjut gempa bareng2 terus lanjut lagi corona fix kita angkatan kuat dalam hal mental hahaha,0
puluhan desa dan sawah di kabupaten bandung alami kekeringan,1
" Gempa Dirasakan Magnitudo: 5.8, Kedalaman: 10 km, 23 Feb 2021 02:22:09 WIB, Koordinat: 1.50 LU-121.97 BT (Pusat gempa berada di laut 90 km TimurLaut Buol), Dirasakan (MMI): III Bone Bolango, IV Buol, III Toli - Toli BMKG ",1
" Gempa Magnitudo:4.3, 14-Jun-21 18:46:04 WIB, Lok:2.26 LS, 102.30 BT (Pusat gempa berada di darat 36 km Tenggara Merangin), Kedlmn:2 Km Dirasakan (MMI) III Merangin BMKG ",1
gary neville tak menyalahkan aksi suporter manchester united yang menggeruduk old traffod dia menilai bahwa unjuk rasa adalah hak orang,0
kai haverts dan timo werner tampil sip saat chelsea menuai kemenangan atas fulham duet itu dinilai masih bisa lebih baik lagi,0
lah ada gempa dimana dan jam berapa,0
bagas mana ada orang pasang paku bumi malam2 minta di gebug ama orang2 lagian ada aturannya orang pasang paku bumi ga sembarangan ky opini ini itu kemungkinan besar suara perut bumi makanya barusan ada gempa yg kedalamannya hanya 4 km empat kilometer di lebak banten,0
" Gempa Mag:3.5, 16-Apr-21 07:42:07 WIB, Lok:3.23 LS, 121.09 BT (Pusat gempa berada di darat 5 km tenggara Kab. Kolaka Utara), Kedlmn:10 Km Dirasakan (MMI) II-III Porehu, II-III Pakue BMKG ",1
ancaman covid 19 belum berakhir untuk kesekian kalinya saya mengingatkan masyarakat untuk disiplin mematuhi anjuran dan protokol kesehatan di tengah pandemi ikuti dan patuhi anjuran anjuran untuk gunakan masker sering cuci tangan jaga jarak aman dan hindari kerumunan,0
beban bumi sudah sangat berat krakatau wabah gempa dan lain2 karna saking buruknya peri laku manusia,0
tolong yg kepada pihak pihak atau perusahaan yg bergerak di bidang infrastruktur jalan tol dan rel kereta agar memerhatikan apa itu amdal karena musim hujan tanah mudah longsor karena tergueus air hujan jangan sampai sudah terjadi baru terasa,0
Banjir di Kab. Bolaang Mongondow Prov. Sulawesi Utara. Korban Jiwa : - Pengungsi : ? 3.650 jiwa Kerugian Material : - 1 unit tanggul rusak berat (data sementara) - TMA saat kejadian 60-120 cm PusdalopsBNPB ? bolmong?,1
" Gempa Mag:5.5, 15-Apr-21 17:36:22 WIB, Lok:10.59 LS, 116.99 BT (Pusat gempa berada di laut 204 km Tenggara Sumbawa Barat), Kedlmn:10 Km Dirasakan (MMI) III Mataram, III Sumbawa, II Denpasar BMKG ",1
fadilah halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir,0
" Gempa Mag:5.8, 07-Jan-21 00:28:34 WIB, Lok:4.50 LS,102.54 BT (41 km BaratDaya BENGKULUSELATAN), Kedlmn:31 Km, tdk berpotensi tsunami BMKG ",1
FaktaMerapi 5.Produk erupsinya berupa awan panas dgn jenis batuan andesit basaltik,0
