text,label_A,label_B
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0.0,
